Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
708263,benzingas top downgrades,https://www.benzinga.com/analyst-ratings/downgrades/16/05/7978550/benzingas-top-downgrades,Monica Gerson,2016-05-13 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.60115
708264,what to expect this f season and which hedge funds to watch,https://www.benzinga.com/general/hedge-funds/16/05/7967794/what-to-expect-this-13f-season-and-which-hedge-funds-to-watch,Javier Hasse,2016-05-13 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
708265,btig downgrades johnson johnson admits buy thesis had some hits misses,https://www.benzinga.com/analyst-ratings/analyst-color/16/05/7976532/btig-downgrades-johnson-johnson-admits-buy-thesis-had-so,Garrett Cook,2016-05-13 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.5386
708266,btig research downgrades johnson johnson to neutral,https://www.benzinga.com/news/16/05/7976425/btig-research-downgrades-johnson-johnson-to-neutral,Eddie Staley,2016-05-12 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.5
708267,jefferies updates price targets in global pharma sees rich catalyst environment ahead,https://www.benzinga.com/analyst-ratings/analyst-color/16/05/7966287/jefferies-updates-price-targets-in-global-pharma-sees-ri,Wayne Duggan,2016-05-11 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.7787
708268,the market in minutes dont stop me now,https://www.benzinga.com/news/16/05/7965189/the-market-in-5-minutes-dont-stop-me-now,Benzinga News Desk,2016-05-11 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.61175
708269,a trusted dividend etf,https://www.benzinga.com/trading-ideas/long-ideas/16/05/7955965/a-trusted-dividend-etf,ETF Professor,2016-05-10 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7383500000000001
708270,jjs janssen pharma unit reports received cid in mar related to contractual relationships with pharmacy benefit managers,https://www.benzinga.com/news/16/05/7957211/j-js-janssen-pharma-unit-reports-received-cid-in-mar-related-to-contractual-relat,Paul Quintaro,2016-05-10 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.7294
708271,sp index futures turn lower,https://www.benzinga.com/markets/futures/16/05/7938402/s-p-500-index-futures-turn-lower,Joel Elconin,2016-05-05 00:00:00,JNJ,0,1,0,0,0,0,0,0,0,0.352
708272,johnson johnson loses another court case over claims its talcum powder causes cancer,https://www.benzinga.com/news/16/05/7920407/johnson-johnson-loses-another-court-case-over-claims-its-talcum-powder-causes-can,Jayson Derrick,2016-05-03 00:00:00,JNJ,1,1,0,1,0,0,1,0,0,0.11414999999999997
708273,geoinvesting says anavex life sciences stock has a book value of just ,https://www.benzinga.com/news/16/05/7914112/geoinvesting-says-anavex-life-sciences-stock-has-a-book-value-of-just-0-36,Jayson Derrick,2016-05-02 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.67
708274,jpmorgan doesnt see a competing bid for st jude medical downgrades to neutral,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7906520/jpmorgan-doesnt-see-a-competing-bid-for-st-jude-medical-,Jim Swanson,2016-04-29 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708275,johnson johnson boosts dividend by ,https://www.benzinga.com/news/16/04/7899520/johnson-johnson-boosts-dividend-by-6-7,R. Chandrasekaran,2016-04-28 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.6591
708276,biotech boom may continue through earnings season,https://www.benzinga.com/general/biotech/16/04/7899411/biotech-boom-may-continue-through-earnings-season,Motif Investing,2016-04-28 00:00:00,JNJ,1,0,1,1,1,0,1,1,1,0.5
708277,johnson johnson raises dividend from to ,https://www.benzinga.com/news/16/04/7898592/johnson-johnson-raises-dividend-6-7-from-0-75-to-0-80,Charles Gross,2016-04-28 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
708278, put spread strategies for the next week mcdonalds johnson johnson and nvidia,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7891930/3-put-spread-strategies-for-the-next-week-mcdonalds-john,Wayne Duggan,2016-04-27 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708279,whats weighing on markets aapl tech stocks,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7891382/whats-weighing-on-markets-aapl-tech-stocks,The Ticker Tape,2016-04-27 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708280,johnson johnson consumer inc to acquire neostrata company inc terms not disclosed,https://www.benzinga.com/news/16/04/7886553/johnson-johnson-consumer-inc-to-acquire-neostrata-company-inc-terms-not-disclosed,Paul Quintaro,2016-04-26 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708281,the heart of major pharma q earnings season eli lilly abbvie bristolmyers,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7878887/the-heart-of-major-pharma-q1-earnings-season-eli-lilly-a,Wayne Duggan,2016-04-25 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.5
708282,cramer what to know about perrigo,https://www.benzinga.com/general/biotech/16/04/7873356/cramer-what-to-know-about-perrigo,Manikandan Raman,2016-04-22 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708283,johnson johnson makes new alltime high,https://www.benzinga.com/trading-ideas/technicals/16/04/7862215/johnson-johnson-makes-new-all-time-high,Joel Elconin,2016-04-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708284,argus research maintains buy on johnson johnson raises pt to ,https://www.benzinga.com/news/16/04/7860812/argus-research-maintains-buy-on-johnson-johnson-raises-pt-to-130-00,Eddie Staley,2016-04-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708285,buy bank of america sell jpmorgan fast money picks for april ,https://www.benzinga.com/media/cnbc/16/04/7859980/buy-bank-of-america-sell-jpmorgan-fast-money-picks-for-april-20,Craig Jones,2016-04-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708286,goldman sachs maintains neutral on johnson johnson raises pt to ,https://www.benzinga.com/news/16/04/7860401/goldman-sachs-maintains-neutral-on-johnson-johnson-raises-pt-to-114-00,Eddie Staley,2016-04-20 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708287,barclays maintains overweight on johnson johnson raises pt to ,https://www.benzinga.com/news/16/04/7860399/barclays-maintains-overweight-on-johnson-johnson-raises-pt-to-120-00,Eddie Staley,2016-04-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.3194
708288,all eyes on markets theyre reaching for fresh highs,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7856498/all-eyes-on-markets-theyre-reaching-for-fresh-highs,The Ticker Tape,2016-04-19 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7383500000000001
708289,johnson johnson q adjusted eps tops estimations boosts full year outlook,https://www.benzinga.com/news/earnings/16/04/7855128/johnson-johnson-q1-adjusted-eps-tops-estimations-boosts-full-year-outloo,R. Chandrasekaran,2016-04-19 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.8404
708290,johnson johnson sees fy eps to vs est revenue b to b vs b est,https://www.benzinga.com/news/16/04/7854931/johnson-johnson-sees-fy-2016-eps-6-53-to-6-68-vs-6-54-est-revenue-71-2b-to-71-9b-,Paul Quintaro,2016-04-19 00:00:00,JNJ,1,0,1,1,0,0,1,1,1,0.5
708291,johnson johnson q eps vs est revenue b vs b est,https://www.benzinga.com/news/earnings/16/04/7854924/johnson-johnson-q1-eps-1-68-vs-1-65-est-revenue-17-5b-vs-17-5b-est,Paul Quintaro,2016-04-19 00:00:00,JNJ,1,2,1,1,0,0,1,1,1,0.5
708292,disney twitter and more fast money picks for april ,https://www.benzinga.com/media/cnbc/16/04/7854157/disney-twitter-and-more-fast-money-picks-for-april-19,Craig Jones,2016-04-19 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
708293,keep an eye on these stocks for april ,https://www.benzinga.com/news/earnings/16/04/7854585/keep-an-eye-on-these-10-stocks-for-april-19-2016,Monica Gerson,2016-04-19 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
708294,earnings scheduled for april ,https://www.benzinga.com/news/earnings/16/04/7854492/earnings-scheduled-for-april-19-2016,Monica Gerson,2016-04-19 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.5
708295,cost efficiency and quality with this dividend etf,https://www.benzinga.com/trading-ideas/long-ideas/16/04/7849141/cost-efficiency-and-quality-with-this-dividend-etf,ETF Professor,2016-04-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.6806
708296,flextronics hires john carlson as president for flex medical solutions,https://www.benzinga.com/news/16/04/7852215/flextronics-hires-john-carlson-as-president-for-flex-medical-solutions,R. Chandrasekaran,2016-04-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.58895
708297,earnings ibm nflx gs and jnj join the earnings parade,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7851635/earnings-ibm-nflx-gs-and-jnj-join-the-earnings-parade,The Ticker Tape,2016-04-18 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.648
708298,notable imbalances before fridays open telecom pair trade health care stocks in focus,https://www.benzinga.com/news/16/04/7845033/notable-imbalances-before-fridays-open-telecom-pair-trade-health-care-stocks-in-f,Jayson Derrick,2016-04-15 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.74695
708299,johnson johnson approaches alltime high,https://www.benzinga.com/markets/futures/16/04/7841508/johnson-johnson-approaches-all-time-high,Joel Elconin,2016-04-14 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708300,new tax inversions rules threats to healthcare etfs,https://www.benzinga.com/etfs/sector-etfs/16/04/7810319/new-tax-inversions-rules-threats-to-healthcare-etfs,Zacks,2016-04-06 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.28925
708301,pph may be home to hedge fund hotels but this etf can endure,https://www.benzinga.com/general/biotech/16/04/7807835/pph-may-be-home-to-hedge-fund-hotels-but-this-etf-can-endure,ETF Professor,2016-04-06 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
708302,socgen picks new favorites in big pharma,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7810497/socgen-picks-new-favorites-in-big-pharma,Manikandan Raman,2016-04-06 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.71075
708303, options trades goldman is watching with catalysts coming,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7810122/3-options-trades-goldman-is-watching-with-catalysts-comi,Jim Swanson,2016-04-06 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708304,societe generale initiates coverage on johnson johnson at hold,https://www.benzinga.com/news/16/04/7810188/societe-generale-initiates-coverage-on-johnson-johnson-at-hold,Eddie Staley,2016-04-06 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708305,pfizer receives fda approval for cheaper version of johnson johnsons top drug remicade,https://www.benzinga.com/news/16/04/7809844/pfizer-receives-fda-approval-for-cheaper-version-of-johnson-johnsons-top-drug-rem,Jayson Derrick,2016-04-06 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.7997000000000001
708306,goldman offers options trades for upcoming catalyst in amg jnj lpla,https://www.benzinga.com/analyst-ratings/analyst-color/16/04/7808404/goldman-offers-3-options-trades-for-upcoming-catalyst-in,Paul Quintaro,2016-04-06 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708307,johnson johnson launches new global public health strategy,https://www.benzinga.com/news/16/04/7808023/johnson-johnson-launches-new-global-public-health-strategy,Charles Gross,2016-04-06 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708308,fda approved inflectra infliximabdyyb for multiple indications shares of jnj maker of remicade sell off on news,https://www.benzinga.com/news/16/04/7805606/fda-approved-inflectra-infliximab-dyyb-for-multiple-indications-shares-of-jnj-mak,Charles Gross,2016-04-05 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.8062
708309,inflectra biosimilar to johnson and johnsons remicade approved by fda shares fell to after hours before trading up back at share,https://www.benzinga.com/news/16/04/7805598/inflectra-biosimilar-to-johnson-and-johnsons-remicade-approved-by-fda-shares-fell,Hal Lindon,2016-04-05 00:00:00,JNJ,0,1,0,0,0,0,0,0,0,0.86755
708310,sp index futures trading lower,https://www.benzinga.com/trading-ideas/technicals/16/04/7803382/s-p-500-index-futures-trading-lower,Joel Elconin,2016-04-05 00:00:00,JNJ,0,2,0,1,0,0,0,0,0,0.352
708311,genmab announces patent infringement suit against co janssen in us related to darzalex,https://www.benzinga.com/news/16/04/7797598/genmab-announces-patent-infringement-suit-against-co-janssen-in-us-related-to-dar,Paul Quintaro,2016-04-04 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.26165
708312,morphosys sues janssen biotech and genmab for patent infringement,https://www.benzinga.com/news/16/04/7796792/morphosys-sues-janssen-biotech-and-genmab-for-patent-infringement,Charles Gross,2016-04-04 00:00:00,JNJ,1,1,1,1,0,0,1,1,1,0.26165
708313,make a house call with a familiar healthcare etf,https://www.benzinga.com/general/biotech/16/04/7794107/make-a-house-call-with-a-familiar-healthcare-etf,ETF Professor,2016-04-04 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708314,eu medicines agency recommends approval of jnj genmab ass daratumimab,https://www.benzinga.com/news/16/04/7789743/eu-medicines-agency-recommends-approval-of-jnj-genmab-ass-daratumimab,Paul Quintaro,2016-04-01 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5640000000000001
708315,correction janssen announces discontinuation of fulranumab phase development program in osteoarthritis pain,https://www.benzinga.com/news/16/03/7785841/correction-janssen-announces-discontinuation-of-fulranumab-phase-3-development-pr,Paul Quintaro,2016-03-31 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.24469999999999997
708316,janssen announces discontinuation of fulranumab phase development program in osteoarthritis pain,https://www.benzinga.com/news/16/03/7785811/johnson-johnson-announces-discontinuation-of-fulranumab-phase-3-development-progr,Paul Quintaro,2016-03-31 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.24469999999999997
708317,johnson johnson approaches alltime high,https://www.benzinga.com/trading-ideas/technicals/16/03/7751434/johnson-johnson-approaches-all-time-high,Joel Elconin,2016-03-23 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708318,update janssen research development llc signs clinical trial collaboration with roche group memeber genentech,https://www.benzinga.com/news/16/03/7740336/update-janssen-research-development-llc-signs-clinical-trial-collaboration-with-r,Paul Quintaro,2016-03-21 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708319,janssen announces initiation of studies evaluating daratumumab atezolizumab in multiple myeloma solid tumor,https://www.benzinga.com/news/16/03/7740333/janssen-announces-initiation-of-2-studies-evaluating-daratumumab-atezolizumab-in-,Paul Quintaro,2016-03-21 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.375
708320,johnson johnson phase data shows treatment w stelara induced clinical response and clinical remission,https://www.benzinga.com/news/16/03/7732826/johnson-johnson-phase-3-data-shows-treatment-w-stelara-induced-clinical-response-,Paul Quintaro,2016-03-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708321,jj unit says to appeal jury verdicts in ultamet metalonmetal hip trial dj,https://www.benzinga.com/news/16/03/7729659/j-j-unit-says-to-appeal-jury-verdicts-in-ultamet-metal-on-metal-hip-trial-dj,Charles Gross,2016-03-17 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.6591
708322,dallas jury awards nearly million against jj unit in bellwether hip implant trial,https://www.benzinga.com/news/16/03/7729238/dallas-jury-awards-nearly-500-million-against-j-j-unit-in-bellwether-hip-implant-,Hal Lindon,2016-03-17 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.8062
708323,option alert jnj mar puts sweep ask traded vs oi earnings before open ref,https://www.benzinga.com/news/16/03/7728998/option-alert-jnj-mar16-106-puts-sweep-1000-ask-0-18-1525-traded-vs-2546-oi-earnin,Charles Gross,2016-03-17 00:00:00,JNJ,1,2,0,1,0,0,1,0,0,0.648
708324,benzingas top upgrades,https://www.benzinga.com/analyst-ratings/upgrades/16/03/7704829/benzingas-top-upgrades,Monica Gerson,2016-03-14 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.60115
708325,goldman upgrades johnson johnson removes from americas sell list,https://www.benzinga.com/analyst-ratings/analyst-color/16/03/7704491/goldman-upgrades-johnson-johnson-removes-from-americas-s,Monica Gerson,2016-03-14 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.5
708326,goldman sachs says jj conglomerate structure has caused shareholder value to be trapped goldman continues to advocate for a breakup of co to maximize value,https://www.benzinga.com/analyst-ratings/analyst-color/16/03/7703707/goldman-sachs-says-j-j-conglomerate-structure-has-caused,Paul Quintaro,2016-03-14 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.67
708327,goldman sachs upgrades johnson johnson to neutral raises pt to ,https://www.benzinga.com/news/16/03/7703695/goldman-sachs-upgrades-johnson-johnson-to-neutral-raises-pt-to-112-00,Eddie Staley,2016-03-14 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.5
708328,the market in minutes tuesday march ,https://www.benzinga.com/analyst-ratings/analyst-color/16/03/7627914/the-market-in-5-minutes-tuesday-march-8-2016,Benzinga News Desk,2016-03-08 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
708329,sumoftheparts analysis suggests jj stock price of ,https://www.benzinga.com/analyst-ratings/analyst-color/16/03/7625309/sum-of-the-parts-analysis-suggests-j-j-stock-price-of-12,Monica Gerson,2016-03-08 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.625
708330,the other sector etf player,https://www.benzinga.com/trading-ideas/long-ideas/16/03/7177621/the-other-sector-etf-player,ETF Professor,2016-03-07 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708331,a winning dividend etf idea for march,https://www.benzinga.com/trading-ideas/long-ideas/16/03/6792276/a-winning-dividend-etf-idea-for-march,ETF Professor,2016-03-03 00:00:00,JNJ,1,0,1,1,1,0,1,1,1,0.76335
708332,pg reports divestiture of hipoglos brand to jj consumer no terms disclosed,https://www.benzinga.com/news/16/03/6780468/p-g-reports-divestiture-of-hipoglos-brand-to-j-j-consumer-no-terms-disclosed,Paul Quintaro,2016-03-02 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.4742
708333,galapagos shares premarket co announced transparency notification from jnj on tuesday,https://www.benzinga.com/news/16/03/6778921/galapagos-shares-0-58-premarket-43-37-co-announced-transparency-notification-from,Charles Gross,2016-03-02 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.648
708334,watch pharma names following fda issuance of new mandatory clinical study for bayers essure requires product labeling including box warnings and patient decision checklist,https://www.benzinga.com/news/16/02/6754078/watch-pharma-names-following-fda-issuance-of-new-mandatory-clinical-study-for-bay,Paul Quintaro,2016-02-29 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.38685
708335,cramer says he likes bargain stores its all about value,https://www.benzinga.com/analyst-ratings/analyst-color/16/02/6703120/cramer-says-he-likes-bargain-stores-its-all-about-value,Javier Hasse,2016-02-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.8592
708336,option alert jnj fri calls wkly ask traded vs oi earnings ref,https://www.benzinga.com/markets/options/16/02/6696467/option-alert-jnj-fri-34-106-calls-wkly-4000-ask-0-86-4024-traded-vs-86,Charles Gross,2016-02-26 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.648
708337,love this low volatility dividend etf,https://www.benzinga.com/trading-ideas/long-ideas/16/02/6658023/love-this-low-volatility-dividend-etf,ETF Professor,2016-02-25 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.7383500000000001
708338,jj selling m galapagos sharesbbg,https://www.benzinga.com/news/16/02/6498866/j-j-selling-2-5m-galapagos-shares-bbg,Hal Lindon,2016-02-22 00:00:00,JNJ,1,2,1,0,1,0,1,1,1,0.625
708339,should johnson johnson break up,https://www.benzinga.com/analyst-ratings/analyst-color/16/02/6493770/should-johnson-johnson-break-up,Jim Swanson,2016-02-22 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
708340,morgan stanley says johnson johnson could possibly operate better if broken up cautions breakup unlikely to resonate with investors,https://www.benzinga.com/analyst-ratings/analyst-color/16/02/6490370/morgan-stanley-says-johnson-johnson-could-possibly-opera,Paul Quintaro,2016-02-22 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.4742
708341,new dividend etf proves to be a worthy hideout,https://www.benzinga.com/trading-ideas/long-ideas/16/02/6373535/new-dividend-etf-proves-to-be-a-worthy-hideout,ETF Professor,2016-02-18 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.7202
708342,sp index futures treading water,https://www.benzinga.com/markets/futures/16/02/6387317/s-p-500-index-futures-treading-water,Joel Elconin,2016-02-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708343,everything you might have missed this f season part ,https://www.benzinga.com/trading-ideas/long-ideas/16/02/6358353/everything-you-might-have-missed-this-13f-season-part-2,Javier Hasse,2016-02-17 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.352
708344,the stocks that moved the sp dow and nasdaq yesterday,https://www.benzinga.com/top-stories/16/02/6261301/the-stocks-that-moved-the-s-p-dow-and-nasdaq-yesterday,Javier Hasse,2016-02-13 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708345,the generic drug battle,https://www.benzinga.com/general/biotech/16/02/6238597/the-generic-drug-battle,Laura Brodbeck,2016-02-10 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.30910000000000004
708346,fda panel has backed approval of celltrions biosimilar version of jjs remicade,https://www.benzinga.com/news/16/02/6237160/fda-panel-has-backed-approval-of-celltrions-biosimilar-version-of-j-js-remicade,Paul Quintaro,2016-02-09 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.74695
708347,icahn gilead ge lead top insider trades of the week,https://www.benzinga.com/news/16/02/6226582/icahn-gilead-ge-lead-top-insider-trades-of-the-week,TipRanks,2016-02-09 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.60115
708348,how to invest in an aging world with the live long prosper etf,https://www.benzinga.com/trading-ideas/long-ideas/16/02/6227065/how-to-invest-in-an-aging-world-with-the-live-long-prosper-et,Wayne Duggan,2016-02-08 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708349,sp index futures sharply lower,https://www.benzinga.com/trading-ideas/technicals/16/02/6226798/s-p-500-index-futures-sharply-lower,Joel Elconin,2016-02-08 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.352
708350,a checkup on a big healthcare etf,https://www.benzinga.com/analyst-ratings/analyst-color/16/02/6218736/a-checkup-on-a-big-healthcare-etf,ETF Professor,2016-02-05 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
708351,how to build a defensive portfolio,https://www.benzinga.com/general/education/16/02/6216146/how-to-build-a-defensive-portfolio,Motif Investing,2016-02-04 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5129
708352,bull market bear market or just a trading range,https://www.benzinga.com/trading-ideas/long-ideas/16/02/6187759/bull-market-bear-market-or-just-a-trading-range,Joel Elconin,2016-02-01 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.5
708353,warm up with this low volatility etf,https://www.benzinga.com/analyst-ratings/analyst-color/16/02/6191502/warm-up-with-this-low-volatility-etf,ETF Professor,2016-02-01 00:00:00,JNJ,1,0,0,1,0,0,1,1,1,0.43915
708354,benzingas ma chatter for thursday january ,https://www.benzinga.com/news/16/01/6184545/benzingas-m-a-chatter-for-thursday-january-28-2015,Charles Gross,2016-01-28 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.5
708355, biotech traders pick their favorite stocks for ,https://www.benzinga.com/general/biotech/16/01/6183291/7-biotech-traders-pick-their-favorite-stocks-for-2016,ClosingBell,2016-01-28 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7294
708356,large johnson johnson shareholder just revealed major concerns,https://www.benzinga.com/analyst-ratings/analyst-color/16/01/6181405/large-johnson-johnson-shareholder-just-revealed-8-major-,Jayson Derrick,2016-01-28 00:00:00,JNJ,1,2,0,1,0,1,1,1,1,0.5
708357,stocks to play in a zika virus pandemic,https://www.benzinga.com/general/biotech/16/01/6180568/stocks-to-play-in-a-zika-virus-pandemic,Wayne Duggan,2016-01-28 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.67
708358,trxc bidding war ramping up according to report jnjgoogl both focused on trxc according to moneymorning report,https://www.benzinga.com/news/16/01/6180710/trxc-bidding-war-ramping-up-according-to-report-jnjgoogl-both-focused-on-trxc-acc,Paul Quintaro,2016-01-28 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.3409
708359,hearing unconfirmed market chatter of potential jnj deal to acquire glaxosmithkline,https://www.benzinga.com/news/16/01/6180049/hearing-unconfirmed-market-chatter-of-potential-jnj-deal-to-acquire-glaxosmithkli,Charles Gross,2016-01-28 00:00:00,JNJ,1,0,1,1,1,0,1,1,1,0.436
708360,artisan partners urges jj to adopt new publiclydisclosed financial targets for medical devices consumer businesses,https://www.benzinga.com/news/16/01/6179268/artisan-partners-urges-j-j-to-adopt-new-publicly-disclosed-financial-targets-for-,Charles Gross,2016-01-28 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.70095
708361,update artisan partners global values daniel okeefe sends letter to jj board,https://www.benzinga.com/news/16/01/6179252/update-artisan-partners-global-values-daniel-okeefe-sends-letter-to-j-j-board,Paul Quintaro,2016-01-28 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7859499999999999
708362,artisan partners global values daniel okeefe sends letter to jj board,https://www.benzinga.com/news/16/01/6179242/artisan-partners-global-values-daniel-okeefe-sends-letter-to-j-j-board,Paul Quintaro,2016-01-28 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.7859499999999999
708363,update ft article citing a source speculates on turnaround catalyst for jnjs recent poor performance,https://www.benzinga.com/news/16/01/6175525/update-ft-article-citing-a-source-speculates-on-turnaround-catalyst-for-jnjs-rece,Paul Quintaro,2016-01-27 00:00:00,JNJ,1,1,0,1,1,0,1,1,1,0.26165
708364,johnson johnson shares steadily gain over past min reports shareholders pushing activists for shake up,https://www.benzinga.com/news/16/01/6175520/johnson-johnson-shares-steadily-gain-over-past-20-min-reports-shareholders-pushin,Paul Quintaro,2016-01-27 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.7997000000000001
708365,johnson johnson continues to rally,https://www.benzinga.com/trading-ideas/technicals/16/01/6174794/johnson-johnson-continues-to-rally,Joel Elconin,2016-01-27 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.5
708366,sp index futures lower,https://www.benzinga.com/trading-ideas/technicals/16/01/6174722/s-p-500-index-futures-lower,Joel Elconin,2016-01-27 00:00:00,JNJ,0,2,0,1,0,0,0,0,0,0.352
708367,earnings recap for january ,https://www.benzinga.com/news/earnings/16/01/6172292/earnings-recap-for-january-26,Javier Hasse,2016-01-26 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.5
708368,sp index futures sharply higher,https://www.benzinga.com/trading-ideas/technicals/16/01/6171578/s-p-500-index-futures-sharply-higher,Joel Elconin,2016-01-26 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.5
708369,no shortage of stock drivers oil swivels fed meets apple reports,https://www.benzinga.com/news/earnings/16/01/6170766/no-shortage-of-stock-drivers-oil-swivels-fed-meets-apple-reports,The Ticker Tape,2016-01-26 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.25305
